Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
182, 1, Operation Civilian Builder Capture running
182, 1, Civilian Builder Capture, ,0, Not Ready, 
182, 1, Operation Attack Barb Camp running
182, 1, Attack Barb Camp, ,0, Not Ready, UNIT_CATAPULT; 
182, 1, Operation Settle New City running
182, 1, Settle New City, ,0, Ready, UNIT_KNIGHT; UNIT_SETTLER; UNIT_CATAPULT; UNIT_AT_CREW; 
182, 1, Operation Attack Walled City running
182, Attack Walled City, 1, , Battle line, 38:15, 0 endangered
182, 1, Attack Walled City, ,0, Not Ready, UNIT_BOMBER; UNIT_TANK; UNIT_TANK; UNIT_BOMBER; UNIT_MACHINE_GUN; 
182, 1, Operation Attack Walled City running
182, Attack Walled City, 1, , Battle line, 38:14, 0 endangered
182, 1, Attack Walled City, ,0, Ready, UNIT_BOMBER; UNIT_MECHANIZED_INFANTRY; UNIT_MECHANIZED_INFANTRY; UNIT_MECHANIZED_INFANTRY; UNIT_BOMBER; UNIT_ARTILLERY; UNIT_ARTILLERY; 
182, 1, Naval Superiority, Started
182, 1, Settle New City, No recruits to reach minimum, , , 
182, 1, Settle New City, No recruits to match strength, , Enemy Str: 97.0, 
182, 1, Settle New City, No recruits to reach minimum, , , 
182, 1, Settle New City, No recruits to match strength, , Enemy Str: 97.0, 
182, 1, Settle New City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_BOMBER
182, 1, Settle New City, Operation Move, UNIT_SETTLER, 73:51, 73:51, 73:51
182, 1, Settle New City, Operation Move, UNIT_CATAPULT, 73:51, 73:51, 73:51
182, 1, Settle New City, Operation Move, UNIT_KNIGHT, 75:47, 74:50, 75:49
182, 1, Settle New City, Operation Move, UNIT_AT_CREW, 49:15, 72:51, 47:15
182, 1, Attack Barb Camp, No recruits to reach minimum, , , 
182, 1, Attack Barb Camp, No recruits to match strength, , Enemy Str: 48.5, 
182, 1, Attack Barb Camp, No recruits to reach minimum, , , 
182, 1, Attack Barb Camp, No recruits to match strength, , Enemy Str: 48.5, 
182, 1, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
182, 1, Attack Barb Camp, Operation Move, UNIT_CATAPULT, 44:49, 30:49, 43:48
182, 1, Attack Walled City, No recruits to reach minimum, , , 
182, 1, Attack Walled City, No recruits to reach minimum, , , 
182, 1, Attack Walled City, Operation Recruit, 5 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
182, 1, Attack Walled City, Operation Move, UNIT_TANK, 42:9, 42:9, 42:9
182, 1, Attack Walled City, Operation Move, UNIT_TANK, 41:9, 41:9, 41:9
182, 1, Attack Walled City, Operation Move, UNIT_MACHINE_GUN, 42:10, 42:10, 42:10
182, 1, Attack Walled City, Operation Move, UNIT_BOMBER, 42:13, 42:13, 42:13
182, 1, Attack Walled City, Operation Move, UNIT_BOMBER, 42:13, 42:13, 42:13
182, 1, Attack Walled City, Operation Move, UNIT_MECHANIZED_INFANTRY, 46:5, 46:5, 46:5
182, 1, Attack Walled City, Operation Move, UNIT_MECHANIZED_INFANTRY, 45:5, 45:5, 45:5
182, 1, Attack Walled City, Operation Move, UNIT_MECHANIZED_INFANTRY, 47:6, 47:6, 47:6
182, 1, Attack Walled City, Operation Move, UNIT_ARTILLERY, 45:7, 45:7, 45:7
182, 1, Attack Walled City, Operation Move, UNIT_ARTILLERY, 44:5, 44:5, 44:5
182, 1, Attack Walled City, Operation Move, UNIT_BOMBER, 42:13, 42:13, 42:13
182, 1, Attack Walled City, Operation Move, UNIT_BOMBER, 37:14, 41:14, 37:14
182, 1, Naval Superiority, No recruits to reach minimum, , , 
182, 1, Naval Superiority, No recruits to reach minimum, , , 
182, 1, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MECHANIZED_INFANTRY
182, 1, Naval Superiority, Operation complete
182, 2, Operation Attack Barb Camp running
182, 2, Attack Barb Camp, ,0, Not Ready, 
182, 2, Operation Naval Superiority running
182, Naval Superiority, 2, , Battle line, 20:26, 0 endangered
182, 2, Naval Superiority, ,0, Not Ready, UNIT_GREAT_ADMIRAL; 
182, 2, Operation City Defense running
182, City Defense, 2, , Battle line, 25:16, 1 endangered
182, 2, City Defense, ,0, Ready, UNIT_GREAT_GENERAL; UNIT_AT_CREW; UNIT_AT_CREW; 
182, 2, Operation Wartime Attack Walled City running
182, 2, Wartime Attack Walled City, ,0, Not Ready, 
182, 2, Operation Settle New City running
182, Settle New City, 2, , Battle line, 29:16, 1 endangered
182, 2, Settle New City, ,0, Not Ready, UNIT_SETTLER; 
182, 2, City Defense, No recruits to reach minimum, , , 
182, 2, City Defense, No recruits to match strength, , Enemy Str: 269.0, 
182, 2, City Defense, No recruits to reach minimum, , , 
182, 2, City Defense, Recruiting strength, , Enemy Str: 269.0, UNIT_AT_CREW
182, 2, City Defense, Recruiting strength, , Enemy Str: 269.0, UNIT_AT_CREW
182, 2, City Defense, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_AT_CREW
182, 2, Settle New City, No recruits to reach minimum, , , 
182, 2, Settle New City, No recruits to match strength, , Enemy Str: 80.0, 
182, 2, Settle New City, No recruits to reach minimum, , , 
182, 2, Settle New City, No recruits to match strength, , Enemy Str: 80.0, 
182, 2, Settle New City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
182, 2, Settle New City, Operation Protect Units, UNIT_SETTLER, Move 29 16
182, 2, Wartime Attack Walled City, No recruits to reach minimum, , , 
182, 2, Wartime Attack Walled City, No recruits to reach minimum, , , 
182, 2, Wartime Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_BOMBER
182, 2, Attack Barb Camp, No recruits to reach minimum, , , 
182, 2, Attack Barb Camp, No recruits to reach minimum, , , 
182, 2, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
182, 2, Naval Superiority, No recruits to reach minimum, , , 
182, 2, Naval Superiority, No recruits to match strength, , Enemy Str: 526.0, 
182, 2, Naval Superiority, No recruits to reach minimum, , , 
182, 2, Naval Superiority, No recruits to match strength, , Enemy Str: 526.0, 
182, 2, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_MUSKETMAN
182, 2, Naval Superiority, Operation Move, UNIT_GREAT_ADMIRAL, 19:28, 23:17, 21:26
182, 4, City Defense, Started
182, 4, Operation Attack Walled City running
182, Attack Walled City, 4, , Battle line, 33:34, 0 endangered
182, 4, Attack Walled City, ,0, Ready, UNIT_CAVALRY; UNIT_CROSSBOWMAN; UNIT_KNIGHT; UNIT_MUSKETMAN; UNIT_ENGLISH_REDCOAT; UNIT_CROSSBOWMAN; UNIT_BOMBARD; UNIT_ENGLISH_REDCOAT; UNIT_ENGLISH_REDCOAT; UNIT_KNIGHT; UNIT_ENGLISH_REDCOAT; UNIT_BOMBARD; UNIT_ENGLISH_REDCOAT; UNIT_MUSKETMAN; 
182, 4, Operation City Defense running
182, 4, City Defense, ,0, Ready, 
182, 4, Operation City Defense running
182, City Defense, 4, , Battle line, 45:14, 0 endangered
182, 4, City Defense, ,0, Ready, UNIT_KNIGHT; UNIT_ENGLISH_REDCOAT; 
182, 4, Operation Settle New City running
182, Settle New City, 4, , Battle line, 25:31, 0 endangered
182, 4, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_ENGLISH_REDCOAT; UNIT_ENGLISH_REDCOAT; 
182, 4, Operation City Defense running
182, City Defense, 4, , Battle line, 43:15, 0 endangered
182, 4, City Defense, ,0, Ready, UNIT_MUSKETMAN; UNIT_GREAT_GENERAL; UNIT_MUSKETMAN; 
182, 4, Naval Superiority, Started
182, 4, City Defense, No recruits to reach minimum, , , 
182, 4, City Defense, No recruits to match strength, , Enemy Str: 82.0, 
182, 4, City Defense, No recruits to reach minimum, , , 
182, 4, City Defense, No recruits to match strength, , Enemy Str: 82.0, 
182, 4, City Defense, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ENGLISH_REDCOAT
182, 4, City Defense, No recruits to reach minimum, , , 
182, 4, City Defense, No recruits to match strength, , Enemy Str: 82.0, 
182, 4, City Defense, No recruits to reach minimum, , , 
182, 4, City Defense, No recruits to match strength, , Enemy Str: 82.0, 
182, 4, City Defense, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ENGLISH_REDCOAT
182, 4, Settle New City, No recruits to reach minimum, , , 
182, 4, Settle New City, No recruits to match strength, , Enemy Str: 82.0, 
182, 4, Settle New City, No recruits to reach minimum, , , 
182, 4, Settle New City, No recruits to match strength, , Enemy Str: 82.0, 
182, 4, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ENGLISH_REDCOAT
182, 4, Settle New City, Operation Move, UNIT_SETTLER, 20:23, 20:15, 20:18
182, 4, Settle New City, Operation Move, UNIT_ENGLISH_REDCOAT, 20:18, 20:15, 20:18
182, 4, Settle New City, Operation Move, UNIT_ENGLISH_REDCOAT, 30:38, 21:16, 31:40
182, 4, City Defense, No recruits to reach minimum, , , 
182, 4, City Defense, Recruiting strength, , Enemy Str: 82.0, UNIT_ENGLISH_REDCOAT
182, 4, City Defense, Recruiting strength, , Enemy Str: 82.0, UNIT_ENGLISH_REDCOAT
182, 4, City Defense, No recruits to reach minimum, , , 
182, 4, City Defense, No recruits to match strength, , Enemy Str: 82.0, 
182, City Defense, 4, , Battle line, 39:21, 0 endangered
182, 4, City Defense, Operation Recruit, 2 units, Recruited 2, Contract for: UNIT_ENGLISH_REDCOAT
182, 4, City Defense, Operation Move, UNIT_ENGLISH_REDCOAT, 39:21, 39:21, 39:21
182, 4, Attack Walled City, Operation complete
182, 4, Naval Superiority, No recruits to reach minimum, , , 
182, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ENGLISH_REDCOAT
182, 4, Naval Superiority, Operation complete
182, 5, Operation Naval Superiority running
182, Naval Superiority, 5, , Battle line, 22:29, 0 endangered
182, 5, Naval Superiority, ,0, Ready, UNIT_GREAT_ADMIRAL; UNIT_FRIGATE; UNIT_IRONCLAD; UNIT_FRIGATE; UNIT_FRIGATE; 
182, 5, Operation Attack Walled City running
182, 5, Attack Walled City, ,0, Not Ready, 
182, 5, Attack Walled City, ,1, Ready, 
182, 5, Operation Settle New City running
182, 5, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_BOMBARD; UNIT_KNIGHT; 
182, 5, Operation Attack Walled City running
182, Attack Walled City, 5, , Battle line, 62:35, 0 endangered
182, 5, Attack Walled City, ,0, Ready, UNIT_KNIGHT; UNIT_KNIGHT; UNIT_BOMBARD; UNIT_KNIGHT; UNIT_HORSEMAN; UNIT_CROSSBOWMAN; UNIT_INFANTRY; UNIT_CROSSBOWMAN; 
182, 5, Attack Barb Camp, Started
182, 5, Settle New City, No recruits to reach minimum, , , 
182, 5, Settle New City, No recruits to match strength, , Enemy Str: 82.0, 
182, 5, Settle New City, No recruits to reach minimum, , , 
182, 5, Settle New City, No recruits to match strength, , Enemy Str: 82.0, 
182, 5, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_BOMBARD
182, 5, Settle New City, Operation Move, UNIT_KNIGHT, 48:39, 32:5, 48:39
182, 5, Settle New City, Operation Move, UNIT_BOMBARD, 46:46, 33:6, 46:46
182, 5, Settle New City, Operation Move, UNIT_SETTLER, 58:42, 32:4, 58:42
182, 5, Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
182, 5, Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
182, 5, Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
182, 5, Attack Walled City, Recruiting minimums, , , UNIT_INFANTRY
182, 5, Attack Walled City, Recruiting minimums, , , UNIT_INFANTRY
182, 5, Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
182, 5, Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
182, 5, Attack Walled City, Recruiting minimums, , , UNIT_BOMBARD
182, 5, Attack Walled City, Recruiting minimums, , , UNIT_BOMBARD
182, 5, Attack Walled City, Recruiting minimums, , , UNIT_BOMBARD
182, 5, Attack Walled City, Recruiting strength, , Enemy Str: 247.0, UNIT_KNIGHT
182, 5, Attack Walled City, Recruiting strength, , Enemy Str: 247.0, UNIT_KNIGHT
182, 5, Attack Walled City, Recruiting strength, , Enemy Str: 247.0, UNIT_KNIGHT
182, 5, Attack Walled City, Recruiting strength, , Enemy Str: 247.0, UNIT_INFANTRY
182, 5, Attack Walled City, Recruiting strength, , Enemy Str: 247.0, UNIT_INFANTRY
182, 5, Attack Walled City, Recruiting strength, , Enemy Str: 247.0, UNIT_KNIGHT
182, 5, Attack Walled City, Recruiting strength, , Enemy Str: 247.0, UNIT_KNIGHT
182, 5, Attack Walled City, Recruiting strength, , Enemy Str: 247.0, UNIT_BOMBARD
182, 5, Attack Walled City, Recruiting strength, , Enemy Str: 247.0, UNIT_BOMBARD
182, 5, Attack Walled City, Recruiting strength, , Enemy Str: 247.0, UNIT_BOMBARD
182, 5, Attack Walled City, No recruits to reach minimum, , , 
182, 5, Attack Walled City, No recruits to match strength, , Enemy Str: 83.0, 
182, 5, Attack Walled City, No recruits to reach minimum, , , 
182, 5, Attack Walled City, No recruits to match strength, , Enemy Str: 247.0, 
182, 5, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
182, 5, Attack Walled City, No recruits to reach minimum, , , 
182, 5, Attack Walled City, No recruits to match strength, , Enemy Str: 485.0, 
182, 5, Attack Walled City, No recruits to reach minimum, , , 
182, 5, Attack Walled City, No recruits to match strength, , Enemy Str: 485.0, 
182, 5, Attack Walled City, Operation Recruit, 8 units, Recruited 0, Contract for: UNIT_INFANTRY
182, 5, Attack Walled City, Operation Move, UNIT_CROSSBOWMAN, 67:41, 68:41, 68:41
182, 5, Attack Walled City, Operation Move, UNIT_BOMBARD, 66:39, 68:42, 67:40
182, 5, Attack Walled City, Operation Move, UNIT_KNIGHT, 60:43, 68:43, 60:43
182, 5, Attack Walled City, Operation Move, UNIT_HORSEMAN, 61:42, 68:43, 61:42
182, 5, Attack Walled City, Operation Move, UNIT_KNIGHT, 60:42, 68:43, 60:42
182, 5, Attack Walled City, Operation Move, UNIT_INFANTRY, 60:41, 68:43, 60:41
182, 5, Attack Walled City, Operation Move, UNIT_KNIGHT, 58:42, 68:43, 58:42
182, 5, Attack Walled City, Operation Move, UNIT_CROSSBOWMAN, 59:38, 67:43, 60:38
182, 5, Attack Barb Camp, Recruiting minimums, , , UNIT_KNIGHT
182, 5, Attack Barb Camp, Recruiting minimums, , , UNIT_BOMBARD
182, 5, Attack Barb Camp, No recruits to reach minimum, , , 
182, 5, Attack Barb Camp, Operation Recruit, 2 units, Recruited 2, Contract for: UNIT_AT_CREW
182, 5, Attack Barb Camp, No recruits to reach minimum, , , 
182, 5, Attack Barb Camp, No recruits to match strength, , Enemy Str: 41.0, 
182, 5, Attack Barb Camp, No recruits to reach minimum, , , 
182, 5, Attack Barb Camp, No recruits to match strength, , Enemy Str: 41.0, 
182, 5, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AT_CREW
182, 5, Attack Barb Camp, Operation Move, UNIT_KNIGHT, 53:41, 62:50, 57:42
182, 5, Attack Barb Camp, Operation Move, UNIT_BOMBARD, 72:40, 64:48, 72:39
182, 5, Attack Walled City, Operation complete
182, Naval Superiority, 5, , Battle line, 32:42, 0 endangered
182, 5, Naval Superiority, Recruiting minimums, , , UNIT_IRONCLAD
182, 5, Naval Superiority, Recruiting strength, , Enemy Str: 421.0, UNIT_IRONCLAD
182, 5, Naval Superiority, Recruiting strength, , Enemy Str: 421.0, UNIT_FRIGATE
182, 5, Naval Superiority, Recruiting strength, , Enemy Str: 421.0, UNIT_FRIGATE
182, 5, Naval Superiority, Recruiting strength, , Enemy Str: 421.0, UNIT_FRIGATE
182, 5, Naval Superiority, Recruiting strength, , Enemy Str: 421.0, UNIT_SUBMARINE
182, 5, Naval Superiority, Recruiting strength, , Enemy Str: 421.0, UNIT_SUBMARINE
182, 5, Naval Superiority, No recruits to reach minimum, , , 
182, 5, Naval Superiority, No recruits to match strength, , Enemy Str: 421.0, 
182, Naval Superiority, 5, , Battle line, 23:30, 0 endangered
182, 5, Naval Superiority, Operation Recruit, 8 units, Recruited 6, Contract for: UNIT_KNIGHT
182, 5, Naval Superiority, Operation Attack Units, UNIT_IRONCLAD, At 18:25, Move 18:25, Attack 19:25
182, 5, Naval Superiority, Operation Attack Units, UNIT_FRIGATE, At 12:27, Move 19:26, Attack -9999:-9999
182, 5, Naval Superiority, Operation Attack Units, UNIT_FRIGATE, At 10:29, Move 18:27, Attack -9999:-9999
182, 6, Operation Attack Walled City running
182, 6, Attack Walled City, ,0, Not Ready, 
182, 6, Attack Walled City, ,1, Ready, 
182, 6, Operation Settle New City running
182, 6, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_BOMBARD; UNIT_CROSSBOWMAN; 
182, 6, Wartime Attack Walled City, Started
182, 6, Settle New City, No recruits to reach minimum, , , 
182, 6, Settle New City, No recruits to match strength, , Enemy Str: 87.0, 
182, 6, Settle New City, No recruits to reach minimum, , , 
182, 6, Settle New City, No recruits to match strength, , Enemy Str: 87.0, 
182, 6, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_CROSSBOWMAN
182, 6, Settle New City, Operation Move, UNIT_SETTLER, 33:42, 33:42, 33:42
182, 6, Settle New City, Operation Move, UNIT_BOMBARD, 32:40, 32:40, 32:40
182, 6, Settle New City, Operation Move, UNIT_CROSSBOWMAN, 32:44, 32:44, 32:44
182, 6, Settle New City, Operation complete
182, 6, Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
182, 6, Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
182, 6, Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
182, 6, Attack Walled City, Recruiting minimums, , , UNIT_CROSSBOWMAN
182, 6, Attack Walled City, Recruiting minimums, , , UNIT_CROSSBOWMAN
182, 6, Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
182, 6, Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
182, 6, Attack Walled City, Recruiting minimums, , , UNIT_CROSSBOWMAN
182, 6, Attack Walled City, Recruiting minimums, , , UNIT_CROSSBOWMAN
182, 6, Attack Walled City, No recruits to reach minimum, , , 
182, 6, Attack Walled City, No recruits to match strength, , Enemy Str: 169.0, 
182, 6, Attack Walled City, No recruits to reach minimum, , , 
182, 6, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_BRAZILIAN_MINAS_GERAES
182, 6, Attack Walled City, Operation Move, UNIT_KNIGHT, 24:19, 24:19, 24:19
182, 6, Attack Walled City, Operation Move, UNIT_KNIGHT, 24:20, 24:20, 24:20
182, 6, Attack Walled City, Operation Move, UNIT_KNIGHT, 25:20, 25:20, 25:20
182, 6, Attack Walled City, Operation Move, UNIT_CROSSBOWMAN, 26:20, 26:20, 26:20
182, 6, Attack Walled City, Operation Move, UNIT_CROSSBOWMAN, 25:21, 25:21, 25:21
182, 6, Wartime Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
182, 6, Wartime Attack Walled City, Recruiting minimums, , , UNIT_MUSKETMAN
182, 6, Wartime Attack Walled City, Recruiting minimums, , , UNIT_CROSSBOWMAN
182, 6, Wartime Attack Walled City, Recruiting minimums, , , UNIT_HORSEMAN
182, 6, Wartime Attack Walled City, Recruiting minimums, , , UNIT_CROSSBOWMAN
182, 6, Wartime Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
182, 6, Wartime Attack Walled City, Recruiting minimums, , , UNIT_MUSKETMAN
182, 6, Wartime Attack Walled City, Recruiting minimums, , , UNIT_CROSSBOWMAN
182, 6, Wartime Attack Walled City, Recruiting minimums, , , UNIT_CROSSBOWMAN
182, 6, Wartime Attack Walled City, No recruits to reach minimum, , , 
182, Wartime Attack Walled City, 6, , Battle line, 27:42, 0 endangered
182, 6, Wartime Attack Walled City, Operation Recruit, 5 units, Recruited 5, Contract for: NONE
182, 6, Wartime Attack Walled City, Operation complete
182, 7, Operation Naval Superiority running
182, 7, Naval Superiority, ,0, Ready, UNIT_FRIGATE; UNIT_FRIGATE; UNIT_SUBMARINE; UNIT_CARAVEL; UNIT_SUBMARINE; 
182, 7, Operation Settle New City running
182, 7, Settle New City, ,0, Ready, UNIT_ARABIAN_MAMLUK; UNIT_SETTLER; UNIT_MUSKETMAN; 
182, 7, Operation Attack Walled City running
182, 7, Attack Walled City, ,0, Ready, UNIT_BOMBARD; UNIT_MUSKETMAN; UNIT_ARABIAN_MAMLUK; UNIT_ARABIAN_MAMLUK; UNIT_BOMBARD; 
182, 7, Settle New City, No recruits to reach minimum, , , 
182, 7, Settle New City, No recruits to match strength, , Enemy Str: 80.0, 
182, 7, Settle New City, No recruits to reach minimum, , , 
182, 7, Settle New City, No recruits to match strength, , Enemy Str: 80.0, 
182, 7, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_BOMBARD
182, 7, Settle New City, Operation Change Target INVALID, Changing to backup
182, 7, Settle New City, No recruits to reach minimum, , , 
182, 7, Settle New City, No recruits to match strength, , Enemy Str: 80.0, 
182, 7, Settle New City, No recruits to reach minimum, , , 
182, 7, Settle New City, No recruits to match strength, , Enemy Str: 80.0, 
182, 7, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_BOMBARD
182, 7, Settle New City, Operation Move, UNIT_ARABIAN_MAMLUK, 21:39, 26:37, 25:37
182, 7, Settle New City, Operation Move, UNIT_SETTLER, 25:37, 26:37, 25:37
182, 7, Settle New City, Operation Move, UNIT_MUSKETMAN, 78:21, 25:37, 83:21
182, 7, Attack Walled City, Operation Move, UNIT_BOMBARD, 68:17, 71:18, 71:16
182, 7, Attack Walled City, Operation Move, UNIT_ARABIAN_MAMLUK, 67:20, 70:20, 67:20
182, 7, Attack Walled City, Operation Move, UNIT_ARABIAN_MAMLUK, 70:17, 70:20, 69:19
182, 7, Attack Walled City, Operation Move, UNIT_MUSKETMAN, 69:16, 70:20, 70:18
182, 7, Attack Walled City, Operation Move, UNIT_BOMBARD, 67:17, 69:20, 70:16
182, 7, Naval Superiority, No recruits to reach minimum, , , 
182, 7, Naval Superiority, No recruits to match strength, , Enemy Str: 240.0, 
