Game Turn, Player, Action, Policy, Score, Turns
182, 1, Civic, CIVIC_NAVAL_TRADITION, 56.7, 1
182, 1, Civic, CIVIC_EXPLORATION, -6488.3, 1
182, 1, Civic, CIVIC_NUCLEAR_PROGRAM, 9.7, 3
182, 1, Civic, CIVIC_SUFFRAGE, -5500.3, 3
182, 1, Civic, CIVIC_CLASS_STRUGGLE, 3296.7, 3
182, 1, Civic, CIVIC_FUTURE_CIVIC, -180.8, 10
182, 1, Policies, POLICY_URBAN_PLANNING, 407.0
182, 1, Policies, POLICY_INSPIRATION, 54.0
182, 1, Policies, POLICY_DIPLOMATIC_LEAGUE, 670.0
182, 1, Policies, POLICY_LITERARY_TRADITION, 54.0
182, 1, Policies, POLICY_VETERANCY, 420.0
182, 1, Policies, POLICY_NATURAL_PHILOSOPHY, 124.0
182, 1, Policies, POLICY_SCRIPTURE, 311.0
182, 1, Policies, POLICY_MERITOCRACY, 900.0
182, 1, Policies, POLICY_PROFESSIONAL_ARMY, 334.0
182, 1, Policies, POLICY_MERCHANT_CONFEDERATION, 1196.0
182, 1, Policies, POLICY_MEDINA_QUARTER, 563.0
182, 1, Policies, POLICY_CRAFTSMEN, 155.0
182, 1, Policies, POLICY_TOWN_CHARTERS, 2434.0
182, 1, Policies, POLICY_INVENTION, 54.0
182, 1, Policies, POLICY_FRESCOES, 54.0
182, 1, Policies, POLICY_RELIGIOUS_ORDERS, 19760.0
182, 1, Policies, POLICY_SIMULTANEUM, 11.0
182, 1, Policies, POLICY_LOGISTICS, 3912.0
182, 1, Policies, POLICY_RATIONALISM, 581.0
182, 1, Policies, POLICY_FREE_MARKET, 1650.0
182, 1, Policies, POLICY_LIBERALISM, 1298.0
182, 1, Policies, POLICY_COLONIAL_TAXES, 1996.0
182, 1, Policies, POLICY_PUBLIC_WORKS, 22.0
182, 1, Policies, POLICY_SKYSCRAPERS, 3298.0
182, 1, Policies, POLICY_SYMPHONIES, 108.0
182, 1, Policies, POLICY_TOTAL_WAR, 210.0
182, 1, Policies, POLICY_EXPROPRIATION, 24.0
182, 1, Policies, POLICY_MILITARY_ORGANIZATION, 108.0
182, 1, Policies, POLICY_RESOURCE_MANAGEMENT, 2652.0
182, 1, Policies, POLICY_LEVEE_EN_MASSE, 843.0
182, 1, Policies, POLICY_LAISSEZ_FAIRE, 108.0
182, 1, Policies, POLICY_MARKET_ECONOMY, 1557.0
182, 1, Policies, POLICY_LIGHTNING_WARFARE, 29.0
182, 1, Policies, POLICY_THIRD_ALTERNATIVE, 540.0
182, 1, Policies, POLICY_GUNBOAT_DIPLOMACY, 62.0
182, 1, Policies, POLICY_FIVE_YEAR_PLAN, 279.0
182, 1, Policies, POLICY_COLLECTIVIZATION, 1734.0
182, 1, Policies, POLICY_INTERNATIONAL_WATERS, 66.0
182, 1, Policies, POLICY_CONTAINMENT, 268.0
182, 1, Policies, POLICY_HERITAGE_TOURISM, 187.0
182, 1, Policies, POLICY_SPORTS_MEDIA, 735.0
182, 1, Policies, POLICY_MILITARY_FIRST, 15.0
182, 1, Policies, POLICY_SATELLITE_BROADCASTS, 374.0
182, 1, Policies, POLICY_INTEGRATED_SPACE_CELL, 5.0
182, 1, Policies, POLICY_STRATEGIC_AIR_FORCE, 23.0
182, 1, Policies, POLICY_ECOMMERCE, 4133.0
182, 1, Policies, POLICY_ONLINE_COMMUNITIES, 147.0
182, 2, Civic, CIVIC_NAVAL_TRADITION, -93.3, 2
182, 2, Civic, CIVIC_OPERA_BALLET, -255.3, 4
182, 2, Civic, CIVIC_SCORCHED_EARTH, -211.3, 6
182, 2, Civic, CIVIC_CONSERVATION, 3372.4, 7
182, 2, Civic, CIVIC_CAPITALISM, 1049.0, 17
182, 2, Civic, CIVIC_NUCLEAR_PROGRAM, -317.5, 9
182, 2, Civic, CIVIC_SUFFRAGE, -25334.5, 9
182, 2, Civic, CIVIC_TOTALITARIANISM, 19204.7, 2
182, 2, Civic, CIVIC_CLASS_STRUGGLE, -10762.5, 18
182, 2, Civic, CIVIC_COLD_WAR, 326.5, 23
182, 2, Civic, CIVIC_PROFESSIONAL_SPORTS, -349.9, 12
182, 2, Civic, CIVIC_CULTURAL_HERITAGE, 3177.7, 18
182, 2, Civic, CIVIC_RAPID_DEPLOYMENT, 230.4, 36
182, 2, Civic, CIVIC_SPACE_RACE, 239.4, 36
182, 2, Civic, CIVIC_GLOBALIZATION, -9855.7, 79
182, 2, Civic, CIVIC_SOCIAL_MEDIA, -10109.4, 78
182, 2, Policies, POLICY_STRATEGOS, 54.0
182, 2, Policies, POLICY_COLONIZATION, 487.0
182, 2, Policies, POLICY_INSPIRATION, 54.0
182, 2, Policies, POLICY_CHARISMATIC_LEADER, 31.0
182, 2, Policies, POLICY_DIPLOMATIC_LEAGUE, 500.0
182, 2, Policies, POLICY_LITERARY_TRADITION, 54.0
182, 2, Policies, POLICY_RAID, 205.0
182, 2, Policies, POLICY_VETERANCY, 816.0
182, 2, Policies, POLICY_NATURAL_PHILOSOPHY, 31.0
182, 2, Policies, POLICY_SCRIPTURE, 93.0
182, 2, Policies, POLICY_MERITOCRACY, 1056.0
182, 2, Policies, POLICY_SACK, 4.0
182, 2, Policies, POLICY_TRADE_CONFEDERATION, 812.0
182, 2, Policies, POLICY_MERCHANT_CONFEDERATION, 571.0
182, 2, Policies, POLICY_MEDINA_QUARTER, 678.0
182, 2, Policies, POLICY_CRAFTSMEN, 93.0
182, 2, Policies, POLICY_TOWN_CHARTERS, 763.0
182, 2, Policies, POLICY_TRAVELING_MERCHANTS, 54.0
182, 2, Policies, POLICY_COLONIAL_OFFICES, 487.0
182, 2, Policies, POLICY_INVENTION, 54.0
182, 2, Policies, POLICY_FRESCOES, 54.0
182, 2, Policies, POLICY_MACHIAVELLIANISM, 16.0
182, 2, Policies, POLICY_RELIGIOUS_ORDERS, 3244.0
182, 2, Policies, POLICY_SIMULTANEUM, 153.0
182, 2, Policies, POLICY_LOGISTICS, 1295.0
182, 2, Policies, POLICY_TRIANGULAR_TRADE, 1635.0
182, 2, Policies, POLICY_RATIONALISM, 62.0
182, 2, Policies, POLICY_FREE_MARKET, 513.0
182, 2, Policies, POLICY_LIBERALISM, 1379.0
182, 2, Policies, POLICY_COLONIAL_TAXES, 3007.0
182, 2, Policies, POLICY_PUBLIC_WORKS, 14.0
182, 2, Policies, POLICY_SKYSCRAPERS, 1707.0
182, 2, Policies, POLICY_NATIONAL_IDENTITY, 4.0
182, 2, Policies, POLICY_MILITARY_RESEARCH, 155.0
182, 2, Policies, POLICY_PROPAGANDA, 4262.0
182, 2, Policies, POLICY_LEVEE_EN_MASSE, 156.0
182, 2, Policies, POLICY_LIGHTNING_WARFARE, 148.0
182, 2, Policies, POLICY_THIRD_ALTERNATIVE, 540.0
182, 2, Policies, POLICY_MARTIAL_LAW, 4262.0
182, 2, Policies, POLICY_GUNBOAT_DIPLOMACY, 62.0
182, 4, Civic, CIVIC_MILITARY_TRADITION, -189.3, 1
182, 4, Civic, CIVIC_MILITARY_TRAINING, 176.4, 2
182, 4, Civic, CIVIC_NAVAL_TRADITION, -141.3, 1
182, 4, Civic, CIVIC_MERCENARIES, 1220.1, 4
182, 4, Civic, CIVIC_OPERA_BALLET, 15.7, 4
182, 4, Civic, CIVIC_SCORCHED_EARTH, -29.5, 9
182, 4, Civic, CIVIC_CAPITALISM, 3171.4, 7
182, 4, Civic, CIVIC_NUCLEAR_PROGRAM, -102.1, 8
182, 4, Civic, CIVIC_SUFFRAGE, -25538.0, 15
182, 4, Civic, CIVIC_TOTALITARIANISM, 9927.7, 3
182, 4, Civic, CIVIC_CLASS_STRUGGLE, -27703.1, 8
182, 4, Civic, CIVIC_COLD_WAR, 1045.2, 10
